index,target
0,0.0043856534
1,0.7405678
2,0.11882295
3,0.08967337
4,0.49718237
5,0.17281863
6,0.68351865
7,0.42963696
8,0.03830782
9,0.7487517
10,0.06079148
11,0.016764106
12,0.12550339
13,0.49646232
14,0.5744794
15,0.28052744
16,0.30997628
17,0.90075016
18,0.5867072
19,0.9514112
20,0.4087832
21,0.8481765
22,0.8321213
23,0.26349342
24,0.85007054
25,0.011632306
26,0.015222537
27,0.010079261
28,0.009371018
29,0.006250191
30,0.14334416
31,0.065672494
32,0.08858323
33,0.20983331
34,0.22642146
35,0.10126517
36,0.8159823
37,0.044540174
38,0.291872
39,0.38481343
40,0.1973883
41,0.9148672
42,0.0048919236
43,0.8203555
44,0.52362525
45,0.15630645
46,0.36711475
47,0.24098326
48,0.5950548
49,0.37501463
50,0.3149147
51,0.005805564
52,0.27378365
53,0.009038738
54,0.26057136
55,0.0067263036
56,0.01912531
57,0.9244429
58,0.166549
59,0.5563188
60,0.07152224
61,0.008633072
62,0.83463264
63,0.2489327
64,0.2878941
65,0.0088052815
66,0.14912523
67,0.95005757
68,0.9584262
69,0.42847475
70,0.14013158
71,0.7768243
72,0.04315542
73,0.24687243
74,0.55007607
75,0.01205773
76,0.003599387
77,0.011913055
78,0.13911934
79,0.4064716
80,0.62408715
81,0.6029163
82,0.25440875
83,0.12605995
84,0.20522362
85,0.54775774
86,0.67150605
87,0.2374335
88,0.33193925
89,0.0019846
90,0.6549808
91,0.08220637
92,0.022079455
93,0.17176802
94,0.06510242
95,0.7476828
96,0.38021028
97,0.10575302
98,0.90587777
99,0.6794602
100,0.004118757
101,0.17039007
102,0.08856721
103,0.38007784
104,0.19635183
105,0.2787602
106,0.4327685
107,0.6672309
108,0.26642033
109,0.24081387
110,0.91424745
111,0.014607535
112,0.0613792
113,0.0073424485
114,0.1458034
115,0.117816925
116,0.92406934
117,0.15336043
118,0.3725912
119,0.85578626
120,0.9153655
121,0.0065883314
122,0.3294408
123,0.7862526
124,0.40966183
125,0.25229767
126,0.05773702
127,0.33229786
128,0.051545713
129,0.1755867
130,0.019277154
131,0.028553117
132,0.9758843
133,0.27799088
134,0.90587294
135,0.79944795
136,0.91286254
137,0.9888666
138,0.73026425
139,0.08859811
140,0.03317024
141,0.5147831
142,0.0354472
143,0.37545
144,0.021238657
145,0.834268
