index,target
0,0.17016561
1,0.6235273
2,0.20214042
3,0.17700686
4,0.66760486
5,0.17067422
6,0.6605291
7,0.21377918
8,0.1727407
9,0.6194408
10,0.17167488
11,0.16915357
12,0.19600394
13,0.3507578
14,0.32466495
15,0.31896007
16,0.22864774
17,0.66706526
18,0.59087
19,0.66446126
20,0.21539104
21,0.6067985
22,0.66221845
23,0.22133978
24,0.6551655
25,0.17214109
26,0.16916637
27,0.170018
28,0.17541233
29,0.1692297
30,0.18070297
31,0.16963686
32,0.17020535
33,0.25411376
34,0.21635023
35,0.2883799
36,0.6218089
37,0.16993648
38,0.19351332
39,0.21680832
40,0.22329563
41,0.65162903
42,0.17009942
43,0.37292713
44,0.59349096
45,0.17983072
46,0.5634304
47,0.20958637
48,0.4778217
49,0.23002468
50,0.19704394
51,0.17022014
52,0.24302644
53,0.17054723
54,0.22400823
55,0.17356347
56,0.18730742
57,0.65379465
58,0.17944106
59,0.52579284
60,0.2989931
61,0.17010172
62,0.61106753
63,0.61931896
64,0.26293948
65,0.16986659
66,0.18018825
67,0.65979713
68,0.66590124
69,0.22257374
70,0.20038791
71,0.48126373
72,0.25058022
73,0.19368356
74,0.26353782
75,0.17555942
76,0.16934437
77,0.16991112
78,0.17324862
79,0.6199901
80,0.23544724
81,0.3046949
82,0.2199341
83,0.21245977
84,0.27939135
85,0.4634999
86,0.5240772
87,0.17467411
88,0.2413841
89,0.16913839
90,0.49880356
91,0.18767217
92,0.196538
93,0.20688179
94,0.18432944
95,0.55627686
96,0.49471167
97,0.18870714
98,0.65521204
99,0.258488
100,0.1726353
101,0.2278735
102,0.19167782
103,0.20134546
104,0.36842564
105,0.19017175
106,0.61237776
107,0.5531785
108,0.20429415
109,0.29710093
110,0.59696233
111,0.17528066
112,0.26794517
113,0.17108895
114,0.1703217
115,0.28423285
116,0.6617514
117,0.41562548
118,0.44260344
119,0.6673292
120,0.65036017
121,0.16936597
122,0.2767857
123,0.19835697
124,0.22512662
125,0.17849474
126,0.177879
127,0.2737711
128,0.21385807
129,0.27366307
130,0.16935675
131,0.19067872
132,0.6643995
133,0.20115466
134,0.6605945
135,0.6343334
136,0.66235656
137,0.6543211
138,0.579656
139,0.2124097
140,0.1710903
141,0.40583903
142,0.17260686
143,0.18581887
144,0.16934705
145,0.6615415
146,0.59101284
147,0.649637
148,0.66286755
149,0.1788423
150,0.5029603
151,0.21680833
152,0.21122319
153,0.17049384
154,0.18296134
155,0.19491053
156,0.3437202
157,0.44188845
158,0.23957114
159,0.17850517
160,0.16970102
161,0.4777617
162,0.18097214
163,0.47579262
164,0.19613346
165,0.19193262
166,0.22198501
167,0.172746
168,0.6596786
169,0.1698771
170,0.1721421
171,0.18083717
172,0.22913405
173,0.6263106
174,0.1697304
175,0.1707182
176,0.6620371
177,0.66097385
178,0.16999397
179,0.62115633
180,0.207681
181,0.17830457
182,0.5868273
183,0.22970293
184,0.63985896
185,0.18459748
186,0.45362064
187,0.17008767
188,0.25616163
189,0.17203715
190,0.17711616
191,0.63534224
192,0.19781496
193,0.20006503
194,0.22412372
195,0.6609032
196,0.18694834
197,0.6626555
198,0.21368214
199,0.3099475
200,0.2522179
201,0.19560713
202,0.65427554
203,0.16986544
204,0.18464793
205,0.17075154
206,0.2128029
207,0.62758183
208,0.1807929
209,0.66858596
210,0.20699653
211,0.16984385
212,0.256173
213,0.169718
214,0.18008341
215,0.28460342
216,0.19197081
217,0.27160284
218,0.5980991
219,0.583103
220,0.28339094
221,0.18547104
222,0.17134781
223,0.17544414
224,0.2803403
225,0.6663892
226,0.62343115
227,0.172073
228,0.54641664
229,0.16954657
230,0.19245754
231,0.6614113
232,0.24670899
233,0.17453295
234,0.23434013
235,0.22202614
236,0.31753433
237,0.4965172
238,0.18243757
239,0.66463745
240,0.1824625
241,0.1743299
242,0.24025598
243,0.29800802
244,0.62938
245,0.28570744
246,0.2156315
247,0.1705126
248,0.50149035
249,0.6684083
250,0.24511714
251,0.19115916
252,0.20303959
253,0.2470999
254,0.18209694
255,0.25820625
256,0.488607
257,0.5800393
258,0.17005113
259,0.17490551
260,0.20836596
261,0.18815777
262,0.6684359
263,0.61779773
264,0.17091997
265,0.18007427
266,0.5786253
267,0.21018127
268,0.16983478
269,0.16937713
270,0.50949204
271,0.49069005
272,0.18906723
273,0.19629799
274,0.66840136
275,0.6683852
276,0.21125476
277,0.17182864
278,0.17182603
279,0.19711705
280,0.66064537
281,0.65851694
282,0.66285825
283,0.17245655
284,0.2809596
285,0.20359543
286,0.18228067
287,0.17195654
288,0.6679811
289,0.2415547
290,0.26654655
291,0.66018105
292,0.6386293
293,0.66257787
294,0.16980459
295,0.20325458
296,0.28661448
297,0.20499979
298,0.17077741
299,0.66782355
300,0.24488892
301,0.6320224
302,0.591329
303,0.2059684
