index,target
0,0.005252573436585812
1,0.8804609186929795
2,0.04204952193349182
3,0.02548576131900922
4,0.9971137528739793
5,0.008270311809083745
6,0.9358108684891245
7,0.21752315173349784
8,0.08222797084616164
9,0.7599487842475293
10,0.004362893411378479
11,0.0021637999611009307
12,0.07309485497687317
13,0.6309745516283386
14,0.49764813680083675
15,0.4923352243497667
16,0.2127165708112245
17,0.9788897080621939
18,0.7981471643719439
19,0.9587064075618545
20,0.09319556563195959
21,0.7104996311857414
22,0.9742622374750004
23,0.17249750961886207
24,0.9653497298760741
25,0.02169214551885311
26,0.002930803400262458
27,0.01468407561660347
28,0.014207431408489152
29,0.0017141145149960437
30,0.029543975731087833
31,0.004433679501372329
32,0.004843445593373434
33,0.5453480872391607
34,0.10136708498163677
35,0.16003365898788016
36,0.9025246985830107
37,0.0044573498387968655
38,0.09484758217601394
39,0.08146539224500679
40,0.21652599929161587
41,0.9427492057726021
42,0.0024446322836977966
43,0.4281817550357565
44,0.8369689455216579
45,0.015700989657131646
46,0.7927063599462562
47,0.06975505675398135
48,0.6617750133469169
49,0.06988615661768449
50,0.15064396551511852
51,0.006164025936333563
52,0.2701163876082029
53,0.00941045265971268
54,0.09870767499379357
55,0.01169980053896662
56,0.03284185430653459
57,0.9413279169351246
58,0.024359023077215686
59,0.5724583528745218
60,0.16528305337155197
61,0.00604267640386715
62,0.9269670304730958
63,0.7976284062606533
64,0.13687779245032242
65,0.003270296024690778
66,0.0727844592220392
67,0.9545030280301515
68,0.9726565883428101
69,0.2443743124747475
70,0.07279366481949252
71,0.5066144680795572
72,0.06774479310025788
73,0.09511233865454481
74,0.1657441800855064
75,0.014595638207495326
76,0.001857192643246467
77,0.0059533788834782095
78,0.01638223081310351
79,0.8382371670563629
80,0.1972097790879245
81,0.3027225717563503
82,0.0754511858043271
83,0.11717545067373482
84,0.19920089198346227
85,0.5407882517884651
86,0.7155769254250152
87,0.02673392661870325
88,0.24986663428986333
89,0.0021797425042649455
90,0.6370557381158958
91,0.028362632429849554
92,0.03721380828007329
93,0.12131015199471057
94,0.03047581602971492
95,0.6836131763163268
96,0.47717311290494807
97,0.08873442669390509
98,0.9781107204180918
99,0.13238498849054295
100,0.002389765793158137
101,0.0701931703046597
102,0.07239819346235617
103,0.13194249210131195
104,0.40930427541828607
105,0.0650598623518307
106,0.8757142861112825
107,0.6785783721240874
108,0.183880198615519
109,0.20641875691285652
110,0.9142580715090534
111,0.009565240776140701
112,0.09657638977238937
113,0.013632893575249211
114,0.007491587583686492
115,0.13119422417387017
116,0.9801958685129103
117,0.5936377737692226
118,0.28194022261760354
119,0.9976693217757675
120,0.9339239239701418
121,0.0011568660482768073
122,0.4831546745663116
123,0.07243512328892493
124,0.28588208074273075
125,0.10670552691001281
126,0.019061361754852922
127,0.1565921442520321
128,0.08865708877427626
129,0.14207663649362512
130,0.005239668706653229
131,0.06230238397273256
132,0.9623676303803417
133,0.06218718503787231
134,0.97706122509672
135,0.9351238476043667
136,0.9890716605087673
137,0.8917376560926631
138,0.7482979023977845
139,0.12716778487773306
140,0.012788258291359142
141,0.47638000772630457
142,0.005048083689774357
143,0.05999978159193408
144,0.0028411580417758084
145,0.9823223692376128
146,0.8059313906905029
147,0.9661561189476832
148,0.951955015954688
149,0.026496426907734398
150,0.6254457465258344
151,0.11552153839005165
152,0.07612824180873427
153,0.010799060276591091
154,0.09028544915403049
155,0.029977107265908288
156,0.517353103813786
157,0.5603021983413614
158,0.06932732083225863
159,0.037859983119632165
160,0.007239756107112991
161,0.4899257214551521
162,0.0247243066048612
163,0.7300250422865138
164,0.07854582297337569
165,0.09004305888381473
166,0.11483952636110932
167,0.007824691179407544
168,0.97482197213531
169,0.006537805352745263
170,0.017039645691480768
171,0.029642812548119436
172,0.08951214644171113
173,0.9197869251764555
174,0.002560445862855857
175,0.003937158519152767
176,0.979826446476445
177,0.9680422975834223
178,0.0049775302931301
179,0.8425437237584357
180,0.1035969909543414
181,0.019587286033536398
182,0.9017843838083457
183,0.07484484711602371
184,0.9513494493334367
185,0.08929517153880365
186,0.5923618492586955
187,0.0023527914329064957
188,0.09541627979103608
189,0.040314049411197234
190,0.01661066605747134
191,0.9059898493071642
192,0.07448684921777782
193,0.06453230060996507
194,0.1581690918381921
195,0.9797108405907884
196,0.07502607534853283
197,0.9866944543358435
198,0.18038648491249568
199,0.2814196821004026
200,0.1908920113093458
201,0.034124724278755236
202,0.9569154625258032
203,0.002799810323580546
204,0.020083476670158567
205,0.004181777945032326
206,0.10429180427167817
207,0.8658452847663598
208,0.03661409773035211
209,0.9988546330156655
210,0.09016735487596411
211,0.0029561998894228098
212,0.37001775865159264
213,0.0072648598301130445
214,0.030895346348042224
215,0.27795018091499596
216,0.06545327733790046
217,0.38803537265751337
218,0.7698977570806712
219,0.5619591221240277
220,0.2357177868715145
221,0.04544340289310819
222,0.015779991537575106
223,0.028883819802603395
224,0.25542511358261505
225,0.9834560904676857
226,0.9502530723349775
227,0.022818418452423214
228,0.865573475229735
229,0.0019703328909719264
230,0.022605569927411907
231,0.9879167975249009
232,0.22781169531918352
233,0.021458856671840318
234,0.1889997307490006
235,0.06528807196856991
236,0.25568128961892655
237,0.689733836220988
238,0.041505172127155716
239,0.9793566580237376
240,0.04490007670170332
241,0.0121983895455691
242,0.12081970164941194
243,0.15914168545220145
244,0.9013162785430353
245,0.17637499150452007
246,0.09446936869424415
247,0.00854732298071993
248,0.6353669140177006
249,0.9981735756802221
250,0.07492860292294506
251,0.048537554220889186
252,0.08581397695609665
253,0.09150833201887157
254,0.03152804330346355
255,0.11762680335096591
256,0.33216041901266935
257,0.8352126508392123
258,0.006220263820862401
259,0.038501791660821814
260,0.2205787044327673
261,0.03877762824095886
262,0.9982821187076373
263,0.9294788093505691
264,0.005726958526276235
265,0.10976501683090746
266,0.6152561739541265
267,0.08851539912931997
268,0.0035673747634623726
269,0.0016518088810062329
270,0.5031724612640848
271,0.5243750284035827
272,0.11095663767937457
273,0.025208634076616696
274,0.9986020833836837
275,0.9982136825307688
276,0.10938178250332906
277,0.021308620445752408
278,0.003935332639769661
279,0.03348739399600353
280,0.9598777993698007
281,0.9243720868930774
282,0.9665170248509999
283,0.010296483761372797
284,0.12834095586742852
285,0.08871283838284755
286,0.026360964972890828
287,0.007857649989002806
288,0.9976439050853637
289,0.4701620427191854
290,0.25471770124922977
291,0.9439284835179885
292,0.9094176497941012
293,0.9778873716150981
294,0.002655057183258322
295,0.12268357588722055
296,0.1528795808791905
297,0.06324664247313166
298,0.0040565084990417015
299,0.9964881267324905
300,0.11902620990737706
301,0.8999579165627583
302,0.8242729654730699
303,0.04412459398783242
304,0.6414344406316256
305,0.83382232797994
306,0.07209916354022745
307,0.05398203031393367
308,0.555259677544436
309,0.7403037486910161
310,0.9559730740489103
311,0.036367190372981084
312,0.513751704025128
313,0.004405191166626457
314,0.3757024726638167
315,0.022066885711569492
316,0.9719202867173956
317,0.025434707894178267
318,0.0036979477952799834
319,0.4540835090407417
320,0.17628958618717316
321,0.030385855236247702
322,0.001470697440787918
323,0.016440327357662463
324,0.1041510800480515
325,0.8671597746857873
326,0.06537444526395098
327,0.8151076498309754
328,0.014758541814303782
329,0.009990658326911834
330,0.657363891069372
331,0.029177777630285954
332,0.27760370083324676
333,0.06251876743386166
334,0.4633722892327225
335,0.06268367758356737
336,0.06917508431229474
337,0.9855235724884736
338,0.004184949310815917
339,0.015559512263861281
340,0.00794363524886236
341,0.9768850883170702
342,0.9035506659005627
343,0.16013225938765357
344,0.021112454440645967
345,0.9732864136614091
346,0.3902700386132061
347,0.15689199829130396
348,0.002709621085140736
349,0.38380745009991685
350,0.9961113335496286
351,0.01862302266810198
352,0.04535477708341497
353,0.04461088882642266
354,0.04270045814759827
355,0.16541984437762092
356,0.9707271650225757
357,0.021521752363485237
358,0.9619698666773516
359,0.14288389998057677
360,0.07478536799025316
361,0.6991770439371044
362,0.006333791259088435
363,0.06158240879810562
364,0.0053750132580567085
365,0.6122554302720206
366,0.034149592373885644
367,0.4431469822905301
368,0.6519672334137582
369,0.9175939458414926
370,0.6915649443860223
371,0.8959080953686702
372,0.019993883465124034
373,0.12707207855362226
374,0.027877112694927503
375,0.8344106359185822
376,0.13656164674412963
377,0.05295196833782341
378,0.006761473122911316
379,0.006994616301432102
380,0.029581274352332352
381,0.09092922959081133
382,0.941218270069338
383,0.06076751938579985
384,0.15153341079908375
385,0.13219958156080355
386,0.013863067278241444
387,0.43807243892284425
388,0.0936069835765475
389,0.028412158729787168
390,0.6756895782697212
391,0.02863953763550801
392,0.04177393796107395
393,0.6403033167310918
394,0.9678277327273562
395,0.7264373635278657
396,0.975374934681086
397,0.22826390304115632
398,0.09986434961372616
399,0.0022049709908070108
400,0.05905775542259744
401,0.005487985145277617
402,0.007444941190610422
403,0.11467101368118979
404,0.0072090831947052006
405,0.039495100633681356
406,0.9838975072214132
407,0.6256519819458205
408,0.019657566291223703
409,0.15463668269861966
410,0.09177442998995444
411,0.8572804462587096
412,0.056981169521002864
413,0.5712979000895425
414,0.09011965409719659
415,0.010304176518655356
416,0.9470000323144099
417,0.39022976723238895
418,0.0783478063212911
419,0.9842664399478622
420,0.04359856677074783
421,0.00260240398400028
422,0.01238410464540252
423,0.7336516886346813
424,0.9398904101685488
425,0.014547521142506929
426,0.16511634823772728
427,0.004089192561505363
428,0.9612831806262844
429,0.9912329394688024
430,0.9971838609495892
431,0.0898290547944348
432,0.4003888931404268
433,0.013629402154427515
434,0.778327899299351
435,0.013220360546713423
436,0.9796293815778194
437,0.02650728286359116
438,0.05890514564374211
439,0.9914281931842923
440,0.8528102083566774
441,0.09538132309328788
442,0.05425073413297001
443,0.005878270764673989
444,0.21156459856423845
445,0.045726797696181265
446,0.9929327805842807
447,0.20405299465574706
448,0.01730489838514609
449,0.34222837340196205
450,0.03161785408364311
451,0.6580545547974661
452,0.959207935676186
453,0.3327215170361794
454,0.07166928508866027
455,0.8269936349645137
456,0.9266777849792145
457,0.03718119448007691
458,0.2387172744439532
459,0.5503969028316691
460,0.13962558454550547
461,0.8188611380036807
462,0.24066287599628258
463,0.9411260927127922
464,0.0136994565143333
465,0.9823888790945883
466,0.9856992067057414
467,0.010595527237127497
468,0.8182276938169943
469,0.9871775433731104
470,0.08240236751101057
471,0.3342645160213059
472,0.9691443806251839
473,0.021881383124112135
474,0.03669195243310312
475,0.007254559545228195
476,0.01768133192883271
477,0.1519082874950838
478,0.059047156713024136
479,0.768906334127442
480,0.013678968405160762
481,0.9856581498909477
482,0.1116044455368596
483,0.9732971202520199
484,0.9322112191616271
485,0.03226702879383856
486,0.02207138045946674
487,0.08751798219099245
488,0.00726008058326549
489,0.005931847988495937
490,0.0647004116023223
491,0.025141158390146252
492,0.002519300570253312
493,0.07498224598554501
494,0.5445418989022073
495,0.1211219330359247
496,0.01648167732921412
497,0.6602311942428397
498,0.26811281893353534
499,0.03648157645735361
500,0.9825236628963935
501,0.06933091837852924
502,0.08780999806145744
503,0.19635556058650272
504,0.6959401219663562
505,0.21667290817350024
506,0.012205784489196082
507,0.9813313308076798
508,0.6929586749913221
509,0.03368017206820326
510,0.021004998836604633
511,0.4690235295512588
512,0.006940826530306445
513,0.9730420336780331
514,0.9795275269064354
515,0.9649512756160196
516,0.9723688736539821
517,0.34911790498884987
518,0.08401747875022782
519,0.0845676123306478
520,0.551751163313161
521,0.11514979152953879
522,0.9467491748390422
523,0.700767622214023
524,0.12555840150095782
525,0.9287700812494788
526,0.27371271991179047
527,0.00838596119510306
528,0.36337531522698163
529,0.9863043952337842
530,0.005211370775541137
531,0.0020998613252216944
532,0.02047103920901116
533,0.017151598820025843
534,0.005886047109618113
535,0.059723181894998326
536,0.08370258143784036
537,0.8759965736689533
538,0.17354813174919095
539,0.8757540540835158
540,0.1600586044475797
541,0.06759917825117799
542,0.0015539253152455001
